file,species
cbe761896.png,Common wheat
808578ed5.png,Common wheat
90d119d25.png,Sugar beet
6bce55e05.png,Charlock
026716f9b.png,Shepherds Purse
8ab8a958b.png,Maize
6d6eb3830.png,Charlock
122913909.png,Cleavers
406162ef9.png,Common wheat
4ea7493d5.png,Sugar beet
ef74dbcad.png,Sugar beet
19fdf19fb.png,Charlock
539961189.png,Loose Silky-bent
93079d970.png,Sugar beet
22fbf13d6.png,Shepherds Purse
31f3dd81f.png,Shepherds Purse
59e1cea8d.png,Charlock
3dd52bd2a.png,Scentless Mayweed
7f9e9565d.png,Sugar beet
41f1c3cdb.png,Maize
13b9fa92d.png,Sugar beet
fc3e58836.png,Sugar beet
f33e9d918.png,Charlock
56112b92c.png,Scentless Mayweed
29f49cd0b.png,Maize
d14aa43f3.png,Scentless Mayweed
ab0f67743.png,Shepherds Purse
6b721f68e.png,Shepherds Purse
c63da993b.png,Sugar beet
754b1adf8.png,Scentless Mayweed
592473c83.png,Fat Hen
d84d37a61.png,Loose Silky-bent
c50335991.png,Maize
c6b76307d.png,Charlock
686dc7ec8.png,Shepherds Purse
8d6991365.png,Fat Hen
32b42c120.png,Scentless Mayweed
8a4d3a1b1.png,Shepherds Purse
3f92d8039.png,Shepherds Purse
486e59179.png,Loose Silky-bent
c8f50f0c3.png,Charlock
aecfaed64.png,Charlock
da231c97f.png,Sugar beet
37c3108d6.png,Charlock
d2f422ccb.png,Loose Silky-bent
0bf7bfb05.png,Charlock
26e7ae885.png,Maize
82b5f4d33.png,Charlock
948cdb277.png,Charlock
1364b297a.png,Charlock
56a01b835.png,Charlock
e15472085.png,Loose Silky-bent
c5e419015.png,Sugar beet
d09d24c58.png,Shepherds Purse
24c94a6ca.png,Sugar beet
b6f3d8b5d.png,Sugar beet
4a337a4a9.png,Maize
eaf0815e2.png,Scentless Mayweed
99569b224.png,Charlock
6049234e6.png,Maize
e82017baa.png,Shepherds Purse
0d117d910.png,Loose Silky-bent
d6d80a321.png,Sugar beet
f66ae4070.png,Cleavers
30ad31220.png,Common wheat
5779fe8b4.png,Maize
506347cfe.png,Common wheat
827279bad.png,Sugar beet
2d9c798f9.png,Scentless Mayweed
63c07d340.png,Sugar beet
8170d33c1.png,Cleavers
6edc76e7c.png,Maize
2d5058a59.png,Loose Silky-bent
5315c2dca.png,Shepherds Purse
8b043093d.png,Scentless Mayweed
f85ed9b6d.png,Charlock
063363305.png,Scentless Mayweed
1f290e016.png,Sugar beet
71b232519.png,Shepherds Purse
6908fb540.png,Sugar beet
1b6a6494d.png,Sugar beet
2693e5c65.png,Cleavers
3e9f41817.png,Shepherds Purse
3abb502fb.png,Shepherds Purse
721be0a4a.png,Shepherds Purse
ae90f2827.png,Loose Silky-bent
bebcaab66.png,Sugar beet
e98e5d1d5.png,Fat Hen
958bb9e96.png,Common wheat
adb7a032c.png,Shepherds Purse
cd5f0db1c.png,Scentless Mayweed
c88ebfb47.png,Scentless Mayweed
429211ee6.png,Maize
6ba4ef411.png,Charlock
953496deb.png,Maize
8ece6efec.png,Sugar beet
1d0cbd819.png,Shepherds Purse
9baf94467.png,Sugar beet
808cf55c6.png,Charlock
edfdb4aeb.png,Sugar beet
24d36c52c.png,Loose Silky-bent
df521c0c0.png,Shepherds Purse
003d61042.png,Maize
391dcd7fd.png,Fat Hen
8a8d6c712.png,Charlock
96ecad7a1.png,Scentless Mayweed
00d090cde.png,Fat Hen
7cabd68cc.png,Shepherds Purse
837ac0270.png,Sugar beet
f4021df6c.png,Maize
b9062c1c8.png,Sugar beet
1c680883c.png,Shepherds Purse
2d992d1fb.png,Shepherds Purse
115f93ecc.png,Shepherds Purse
3d38a87bc.png,Shepherds Purse
9aa5587fe.png,Shepherds Purse
7b21ba6ba.png,Sugar beet
1be0713da.png,Charlock
593896f83.png,Loose Silky-bent
2126dc71b.png,Loose Silky-bent
0ebf8f2f4.png,Cleavers
e921021a8.png,Maize
91e469b4a.png,Common wheat
7f46a71db.png,Sugar beet
f593c9cf0.png,Sugar beet
1541bdb2e.png,Cleavers
dd9f36df7.png,Scentless Mayweed
466bb6d3b.png,Cleavers
f9b6bfb00.png,Charlock
b341d0aab.png,Loose Silky-bent
19b51843a.png,Loose Silky-bent
f351ce097.png,Shepherds Purse
248436078.png,Charlock
19618ad6a.png,Sugar beet
54c8bb900.png,Common wheat
b5c7fd009.png,Fat Hen
2b55a2da2.png,Common wheat
c0f5d9ac8.png,Scentless Mayweed
66ab0e8d0.png,Common wheat
36d62bf36.png,Charlock
d488a4fe1.png,Charlock
03e322a29.png,Sugar beet
abf8b0772.png,Sugar beet
14bb43eee.png,Charlock
c26ccf73c.png,Loose Silky-bent
b944a49ca.png,Shepherds Purse
7d22abf91.png,Sugar beet
35a90f8d0.png,Sugar beet
fda0b5c38.png,Charlock
0caeda5df.png,Charlock
cb76a7766.png,Maize
31fcdc161.png,Cleavers
3eda9cbb6.png,Sugar beet
1e095a7e1.png,Scentless Mayweed
410e6f702.png,Scentless Mayweed
cd6adba97.png,Scentless Mayweed
80e299ae9.png,Charlock
534e74d83.png,Cleavers
8b27bfd2b.png,Scentless Mayweed
0f6cbe5e8.png,Cleavers
64fe8beb9.png,Sugar beet
f0ffa00bd.png,Sugar beet
a5db42f7d.png,Cleavers
cf46d09c5.png,Loose Silky-bent
664194d19.png,Scentless Mayweed
241e6935a.png,Sugar beet
4c8005bbc.png,Fat Hen
a4b61a4ea.png,Fat Hen
8455169fe.png,Charlock
fd253a74e.png,Charlock
a35fd6fbb.png,Loose Silky-bent
f25996db8.png,Scentless Mayweed
32c86784b.png,Loose Silky-bent
1d56351b2.png,Loose Silky-bent
bb64660b7.png,Sugar beet
490c4f9c8.png,Maize
8cfd98117.png,Sugar beet
dfb1d9012.png,Shepherds Purse
67ce3eaa6.png,Scentless Mayweed
53e6e9000.png,Charlock
7f31c7f42.png,Shepherds Purse
74068643d.png,Shepherds Purse
da5255450.png,Loose Silky-bent
aaf4da98f.png,Sugar beet
3185294c8.png,Sugar beet
00c47e980.png,Sugar beet
b1cd2a91e.png,Charlock
99036c51d.png,Shepherds Purse
711b46fba.png,Charlock
c06e7c748.png,Sugar beet
bf3924a57.png,Loose Silky-bent
851c90831.png,Shepherds Purse
e783f5a4f.png,Sugar beet
23bc8ec4f.png,Loose Silky-bent
6a41bf95b.png,Sugar beet
e73e308be.png,Maize
007b3da8b.png,Sugar beet
1b490196c.png,Charlock
98d819587.png,Charlock
e1809cef2.png,Sugar beet
a8da9c08d.png,Common wheat
bf66b9cd2.png,Cleavers
9c777333d.png,Loose Silky-bent
599691cd9.png,Scentless Mayweed
809eb0b82.png,Common wheat
abc331628.png,Charlock
599c82eea.png,Sugar beet
24a058589.png,Common wheat
ef7a5651d.png,Sugar beet
b30ab4659.png,Charlock
b7a7f6390.png,Maize
e5297b675.png,Shepherds Purse
fc6f686fb.png,Sugar beet
05341a8a6.png,Sugar beet
089ad62a7.png,Loose Silky-bent
d89db156f.png,Scentless Mayweed
b573b7a56.png,Shepherds Purse
8db450ce3.png,Loose Silky-bent
995c7ab1e.png,Charlock
a935ca110.png,Shepherds Purse
7e9cf1c46.png,Loose Silky-bent
bd789d151.png,Loose Silky-bent
728eabae1.png,Common wheat
e1a0e3202.png,Shepherds Purse
67e185673.png,Scentless Mayweed
5b3000b9a.png,Cleavers
c5078bac5.png,Shepherds Purse
cc74feadc.png,Fat Hen
b29339405.png,Shepherds Purse
a9d2eab61.png,Sugar beet
03ef36742.png,Sugar beet
a276c65f7.png,Shepherds Purse
fd87b36ae.png,Shepherds Purse
fe29629fb.png,Shepherds Purse
71334c634.png,Cleavers
fd925f542.png,Loose Silky-bent
5bd71f445.png,Loose Silky-bent
0ee4ad224.png,Sugar beet
4b155fb07.png,Cleavers
61dd2cdc5.png,Charlock
00ef713a8.png,Loose Silky-bent
03566743d.png,Maize
bffc08672.png,Sugar beet
8916793ce.png,Scentless Mayweed
5bdcfa329.png,Shepherds Purse
632156793.png,Charlock
0c51bf229.png,Cleavers
c7ae30f3a.png,Sugar beet
97844bfd5.png,Charlock
36ed4f215.png,Loose Silky-bent
d17f48d3b.png,Sugar beet
780bd2a2c.png,Sugar beet
12625488b.png,Maize
e52493d0b.png,Charlock
cae684f8f.png,Common wheat
59b2c6f2b.png,Loose Silky-bent
22e79540f.png,Charlock
1312065a5.png,Scentless Mayweed
f48916a8c.png,Sugar beet
9516e56c4.png,Fat Hen
1cfd91582.png,Common wheat
8bc0261c9.png,Shepherds Purse
74d810f87.png,Shepherds Purse
b828443ff.png,Cleavers
bb20fce02.png,Sugar beet
e3f50adfc.png,Charlock
043449b0b.png,Sugar beet
126a71ce0.png,Common wheat
e84464f5a.png,Charlock
0d31e6602.png,Scentless Mayweed
ede6b84b4.png,Charlock
5dcad9a53.png,Scentless Mayweed
b130a0632.png,Charlock
3526b05cc.png,Sugar beet
a74d475c2.png,Loose Silky-bent
f4ad9d950.png,Sugar beet
44e8b8833.png,Scentless Mayweed
65e97117e.png,Shepherds Purse
d2fd9df40.png,Shepherds Purse
a1e0a6c02.png,Charlock
b7ad92859.png,Charlock
7691014a1.png,Common wheat
a85fc8c9a.png,Scentless Mayweed
1f3f44563.png,Cleavers
d102e1a15.png,Charlock
1821eb11a.png,Sugar beet
48d97c645.png,Scentless Mayweed
c10db7ae2.png,Cleavers
5af1d74ee.png,Sugar beet
5a38ac566.png,Shepherds Purse
efe19dc32.png,Common wheat
65e262a6d.png,Common wheat
085974290.png,Sugar beet
a006a475c.png,Loose Silky-bent
71f5323c5.png,Charlock
0a64e3e6c.png,Fat Hen
6b9d6f8c9.png,Sugar beet
c0d9e170b.png,Scentless Mayweed
721b2c47a.png,Maize
b0acaff4a.png,Fat Hen
377283a21.png,Cleavers
fba8fc78a.png,Shepherds Purse
60ee66ddd.png,Charlock
fea1d13d6.png,Charlock
11d3f68ff.png,Shepherds Purse
b03397525.png,Fat Hen
e5e3dccff.png,Charlock
9d3cb4745.png,Charlock
824f5d4e5.png,Sugar beet
20ea96bcc.png,Maize
4287d810c.png,Loose Silky-bent
606647f64.png,Loose Silky-bent
b145ba9d4.png,Sugar beet
b31292706.png,Loose Silky-bent
77ccb8b2a.png,Scentless Mayweed
2f246d688.png,Scentless Mayweed
219fd68d5.png,Sugar beet
c35efa095.png,Sugar beet
d689256be.png,Cleavers
1c52ea820.png,Maize
36839d5e9.png,Sugar beet
835dc5447.png,Scentless Mayweed
aee6fa3df.png,Shepherds Purse
79fba50db.png,Loose Silky-bent
1dc7c45df.png,Shepherds Purse
cfb18d262.png,Sugar beet
46c14fde2.png,Fat Hen
897e5a8de.png,Charlock
e9cd91682.png,Loose Silky-bent
df11d56a7.png,Sugar beet
dce2f6612.png,Loose Silky-bent
dabe3e5be.png,Scentless Mayweed
5eb9c26a6.png,Shepherds Purse
6be169e41.png,Charlock
866be78b0.png,Loose Silky-bent
4b032563b.png,Loose Silky-bent
a8de7c1b7.png,Shepherds Purse
756dd5070.png,Loose Silky-bent
a254d71f6.png,Fat Hen
55fed435f.png,Cleavers
76dbd1054.png,Sugar beet
da4ed3a28.png,Common wheat
93d76fd5d.png,Scentless Mayweed
e471f1d3a.png,Common wheat
0ad9e7dfb.png,Sugar beet
2a5064f19.png,Charlock
1926e82fd.png,Shepherds Purse
b215531dd.png,Charlock
33317fc2a.png,Maize
ef02b4ee7.png,Sugar beet
0625f063b.png,Loose Silky-bent
beebe5f4e.png,Sugar beet
4f83143e1.png,Cleavers
c0bc3997b.png,Sugar beet
3b73c3b61.png,Shepherds Purse
d2f0f326e.png,Common wheat
f445fe6fb.png,Common wheat
502dff972.png,Scentless Mayweed
98da6ef4e.png,Sugar beet
8c9953903.png,Maize
1758a1baf.png,Loose Silky-bent
25fa8d109.png,Charlock
dd5ec63d9.png,Sugar beet
b3d6fdb80.png,Charlock
4e1190d78.png,Shepherds Purse
615d2b0a9.png,Sugar beet
20817c846.png,Sugar beet
88ac6df54.png,Shepherds Purse
fb022edf9.png,Maize
aa7d098d1.png,Loose Silky-bent
1bf9b94a6.png,Sugar beet
1d321253f.png,Maize
2ff5cb348.png,Sugar beet
39d569be4.png,Shepherds Purse
df7cb5f87.png,Loose Silky-bent
fef2ade8c.png,Sugar beet
37e545a60.png,Loose Silky-bent
444473900.png,Maize
fe9e87b78.png,Sugar beet
8a30b2de3.png,Sugar beet
7c85b0265.png,Shepherds Purse
79e5ea8fa.png,Charlock
06d12f6fa.png,Charlock
b2706e2b3.png,Charlock
ef9676433.png,Common wheat
02cfeb38d.png,Shepherds Purse
8e29abce1.png,Sugar beet
2bd74d2da.png,Fat Hen
3281183f9.png,Sugar beet
116b136de.png,Sugar beet
7d3045fc3.png,Sugar beet
16467a950.png,Shepherds Purse
25a4c427e.png,Shepherds Purse
29bab7cad.png,Loose Silky-bent
50de8a115.png,Charlock
e5064f6be.png,Sugar beet
bd72d4d8a.png,Sugar beet
5ca2687a4.png,Cleavers
86c309150.png,Sugar beet
b4f7c9214.png,Fat Hen
969a851be.png,Sugar beet
6da892be6.png,Scentless Mayweed
dcd7ff249.png,Sugar beet
e14afa235.png,Charlock
592cc5b89.png,Shepherds Purse
e5881dd33.png,Maize
6a47821f9.png,Shepherds Purse
3eebd36c6.png,Common wheat
71e73a8a0.png,Sugar beet
c74c5b7fc.png,Charlock
b62dca166.png,Maize
3edf5e9ef.png,Charlock
08d591441.png,Sugar beet
9c32a797e.png,Charlock
0751c0bbc.png,Sugar beet
e5368474f.png,Sugar beet
270b939cf.png,Loose Silky-bent
4f44ca525.png,Loose Silky-bent
b39c71707.png,Cleavers
76555b064.png,Fat Hen
ef65533d5.png,Shepherds Purse
6982a9d30.png,Scentless Mayweed
8cf909eb3.png,Common wheat
b4c3df835.png,Cleavers
be341dbdc.png,Shepherds Purse
98062cd87.png,Loose Silky-bent
cc3d2a59a.png,Sugar beet
288564c76.png,Sugar beet
d350a25fa.png,Loose Silky-bent
e19ad6ac9.png,Common wheat
da713c465.png,Shepherds Purse
d5f7dd60a.png,Sugar beet
8874bba69.png,Shepherds Purse
a8c8a1db0.png,Charlock
a060c1cf8.png,Cleavers
406ecb5c5.png,Common wheat
33748968f.png,Charlock
4bbf1f6ea.png,Charlock
dabea05f4.png,Fat Hen
1376f3b63.png,Shepherds Purse
4e69d100a.png,Scentless Mayweed
4ac29bbf0.png,Loose Silky-bent
dc55449b2.png,Sugar beet
ba3ce6b3e.png,Sugar beet
7a38416be.png,Common wheat
258b1183c.png,Charlock
523e5505c.png,Maize
be2499cf4.png,Shepherds Purse
0c45ace27.png,Loose Silky-bent
60fea2ef6.png,Sugar beet
974959ec1.png,Charlock
699d3c707.png,Sugar beet
8303b27ed.png,Shepherds Purse
37714071b.png,Charlock
8e6ec1ca6.png,Scentless Mayweed
b3e08b037.png,Maize
5ee9d0a5b.png,Shepherds Purse
97b2f0a10.png,Scentless Mayweed
a0b393945.png,Scentless Mayweed
79dafec17.png,Shepherds Purse
42e7ed442.png,Charlock
3ebbe9ca4.png,Common wheat
9b4800b42.png,Common wheat
647689543.png,Shepherds Purse
caa2fbd79.png,Loose Silky-bent
c7eb96871.png,Charlock
8585f9718.png,Shepherds Purse
c2de6020a.png,Scentless Mayweed
d7017f701.png,Maize
a74bf916d.png,Charlock
d0152bd7c.png,Maize
19e58cc5e.png,Loose Silky-bent
85431c075.png,Fat Hen
78750e0ff.png,Common wheat
cf90fc52d.png,Cleavers
87608f7aa.png,Common wheat
8faadb6a8.png,Sugar beet
3827436f3.png,Loose Silky-bent
239bdf640.png,Common wheat
3f826b318.png,Loose Silky-bent
7696badea.png,Fat Hen
e9d48d664.png,Charlock
a19c3faca.png,Charlock
47b7d8e17.png,Scentless Mayweed
8d6acbe9b.png,Loose Silky-bent
1191ba346.png,Charlock
39b740f7e.png,Fat Hen
34dd57ca9.png,Shepherds Purse
2406d6c99.png,Charlock
9326bda1b.png,Loose Silky-bent
3d65168c2.png,Loose Silky-bent
0dba99002.png,Sugar beet
675ec1b0b.png,Scentless Mayweed
177d7e2a4.png,Loose Silky-bent
338c7e907.png,Common wheat
0437393b1.png,Maize
5883b423d.png,Sugar beet
03a2ee656.png,Scentless Mayweed
f8318faf1.png,Sugar beet
521b27a17.png,Shepherds Purse
c7b07431e.png,Sugar beet
dc4cd56a3.png,Fat Hen
c75a82234.png,Sugar beet
54b3afd58.png,Charlock
3bbef3ecb.png,Sugar beet
c4ed8ed38.png,Common wheat
4823c3ffa.png,Shepherds Purse
25cf6eb73.png,Cleavers
ab35453cb.png,Charlock
16357b436.png,Fat Hen
47f9e5d91.png,Loose Silky-bent
3fbd0fc6a.png,Loose Silky-bent
3da774107.png,Maize
ac75d3326.png,Shepherds Purse
b98327bf4.png,Sugar beet
862b8e7a0.png,Sugar beet
a3b375b34.png,Shepherds Purse
2df78338c.png,Loose Silky-bent
0086a6340.png,Loose Silky-bent
e1abb4ff9.png,Sugar beet
fea355851.png,Shepherds Purse
223e4af09.png,Charlock
bb1d1bfd3.png,Charlock
c6c8d4ba0.png,Fat Hen
48231e475.png,Sugar beet
d09275360.png,Sugar beet
fadc6adbc.png,Common wheat
9a3f20121.png,Shepherds Purse
3efa1f66c.png,Shepherds Purse
c10ccbd82.png,Sugar beet
2ea664465.png,Sugar beet
f1e87cba7.png,Shepherds Purse
0021e90e4.png,Scentless Mayweed
aad8375e0.png,Charlock
c1ecff98b.png,Shepherds Purse
0ae6668fa.png,Shepherds Purse
4e18ab737.png,Charlock
668c1007c.png,Common wheat
a7bd7cadb.png,Maize
acdb75e00.png,Shepherds Purse
e4a76885b.png,Cleavers
96f14d90c.png,Sugar beet
e721c6ac8.png,Fat Hen
060450d79.png,Loose Silky-bent
a2d25b4f3.png,Scentless Mayweed
b026bf8ca.png,Shepherds Purse
d41d87796.png,Sugar beet
099b961ec.png,Charlock
f4caf74f9.png,Common wheat
cb496f36e.png,Shepherds Purse
53ceb4657.png,Loose Silky-bent
c85ef220d.png,Loose Silky-bent
f1f7c833f.png,Charlock
90b595f12.png,Loose Silky-bent
d563be369.png,Maize
071cb3ece.png,Sugar beet
e88bf0db9.png,Scentless Mayweed
5bc6595f6.png,Cleavers
69d1669f8.png,Common wheat
bb7621cb3.png,Maize
cf3a8b2fd.png,Shepherds Purse
d8f4923f8.png,Loose Silky-bent
16fd2e01a.png,Scentless Mayweed
0911d3dee.png,Loose Silky-bent
fa5fd1384.png,Charlock
172f9b10b.png,Loose Silky-bent
f23faf9c1.png,Shepherds Purse
74fd477eb.png,Loose Silky-bent
8f523520c.png,Charlock
61b044411.png,Shepherds Purse
5817b766d.png,Charlock
5ca0205f9.png,Common wheat
8cf2e3e6c.png,Loose Silky-bent
b7192c70f.png,Charlock
659412b1a.png,Shepherds Purse
8c98a6e9b.png,Shepherds Purse
24d78df74.png,Loose Silky-bent
35cf9fa01.png,Charlock
653193c1a.png,Charlock
fda39e16f.png,Shepherds Purse
187668bde.png,Sugar beet
d93c7ab6d.png,Shepherds Purse
afcf6abd5.png,Scentless Mayweed
4c7838de4.png,Loose Silky-bent
8104422bb.png,Loose Silky-bent
e19673dc9.png,Common wheat
9fab816f2.png,Maize
5bbc0a255.png,Loose Silky-bent
f4234cf4f.png,Maize
c64370a72.png,Sugar beet
92292055d.png,Loose Silky-bent
3f64c2c1b.png,Charlock
c7051c902.png,Loose Silky-bent
785a73ab8.png,Loose Silky-bent
8311740de.png,Maize
9c0c5b731.png,Shepherds Purse
eec1079a1.png,Common wheat
9d79a1f0c.png,Scentless Mayweed
e15fce4f2.png,Sugar beet
a8388a37f.png,Maize
bea23d9f8.png,Sugar beet
17a78fb44.png,Charlock
88d8a4508.png,Charlock
afa446484.png,Scentless Mayweed
a83820a2c.png,Sugar beet
20f983a71.png,Maize
c069fc3fa.png,Maize
8301b0547.png,Common wheat
e4d5ec761.png,Fat Hen
a93f940d6.png,Sugar beet
1f5e5554e.png,Scentless Mayweed
a800caead.png,Sugar beet
8e4eaeec0.png,Loose Silky-bent
e96e57a90.png,Charlock
7615e52d3.png,Charlock
963544aa0.png,Shepherds Purse
a544fc46d.png,Sugar beet
7beb2766f.png,Sugar beet
7fdb7202d.png,Sugar beet
f9ea23fb5.png,Maize
9c8b08a24.png,Shepherds Purse
e6f1211a2.png,Sugar beet
39c8fde99.png,Shepherds Purse
c5e88cd42.png,Loose Silky-bent
2f0004a7f.png,Charlock
cbba27d89.png,Cleavers
a169b71e7.png,Common wheat
86676d627.png,Maize
32a8c8a1d.png,Shepherds Purse
8e3ed0a25.png,Scentless Mayweed
0c27cf05f.png,Shepherds Purse
9643fc5f4.png,Common wheat
55920f07f.png,Cleavers
fa9f3a8f9.png,Charlock
ef3e232ad.png,Loose Silky-bent
4049a6ea6.png,Shepherds Purse
37297a64c.png,Loose Silky-bent
f6d250856.png,Charlock
55a852f40.png,Loose Silky-bent
0885e7690.png,Sugar beet
75cb95e91.png,Common wheat
855955aaf.png,Scentless Mayweed
6dd095129.png,Loose Silky-bent
b687160f5.png,Scentless Mayweed
0c5f6c493.png,Shepherds Purse
976e4e079.png,Loose Silky-bent
65d08b894.png,Sugar beet
43ede9de9.png,Common wheat
800a8c17e.png,Maize
24dbc3b21.png,Sugar beet
ace8761dd.png,Loose Silky-bent
8dbb8e1b9.png,Common wheat
060f1dc84.png,Charlock
7d4cd07ad.png,Loose Silky-bent
cec5bf198.png,Charlock
8ca6140ca.png,Shepherds Purse
a8b431a3e.png,Sugar beet
04814f36d.png,Sugar beet
a55d26a4c.png,Loose Silky-bent
279df95f2.png,Sugar beet
55251925f.png,Loose Silky-bent
b6a3f7876.png,Fat Hen
9b9911f20.png,Sugar beet
17d5e5ac4.png,Fat Hen
20e562fd5.png,Sugar beet
2e86f1085.png,Maize
f9f35cbd4.png,Loose Silky-bent
c832e4302.png,Maize
26852751a.png,Common wheat
5e6a237f2.png,Sugar beet
bfab3e3d0.png,Sugar beet
de0b79659.png,Maize
8b9144917.png,Scentless Mayweed
165681fd9.png,Charlock
5a6bf96f6.png,Cleavers
6edb96d45.png,Charlock
59f62ad1d.png,Shepherds Purse
38c054379.png,Scentless Mayweed
6c874918c.png,Shepherds Purse
60f0bc617.png,Scentless Mayweed
856f2910a.png,Scentless Mayweed
1694a70e4.png,Sugar beet
29ce426a1.png,Loose Silky-bent
ce15eee52.png,Common wheat
ac3193f78.png,Loose Silky-bent
6db684fff.png,Sugar beet
a0f37c726.png,Scentless Mayweed
604dd663f.png,Charlock
d01873fdd.png,Shepherds Purse
770a265f5.png,Scentless Mayweed
fdea6b119.png,Shepherds Purse
79d93bc96.png,Shepherds Purse
d6c8c3c48.png,Scentless Mayweed
ad12382d4.png,Shepherds Purse
d668409ff.png,Fat Hen
fea3da57c.png,Sugar beet
b47691c08.png,Sugar beet
da9ef7858.png,Common wheat
0fb233ad6.png,Scentless Mayweed
590f5aea6.png,Common wheat
e7077322d.png,Sugar beet
e80a259c5.png,Scentless Mayweed
4bbfd1e05.png,Charlock
5c3cd7ea2.png,Sugar beet
78b1bf91a.png,Sugar beet
589e643b8.png,Charlock
a2c89c367.png,Common wheat
17529c555.png,Sugar beet
86f08e6d1.png,Maize
a2b703e21.png,Scentless Mayweed
8e2e5604e.png,Sugar beet
9df3275da.png,Scentless Mayweed
c60e91e07.png,Shepherds Purse
d3331e071.png,Maize
1459e96a0.png,Charlock
148bbda66.png,Common wheat
e901b0f28.png,Maize
752101fdf.png,Scentless Mayweed
07e62f903.png,Cleavers
4392d93cf.png,Maize
6df8e31ea.png,Charlock
f4e7733d4.png,Scentless Mayweed
5f04aed97.png,Scentless Mayweed
0c4199daa.png,Shepherds Purse
48ef6a2ff.png,Charlock
5b3beec58.png,Fat Hen
cfd8165e9.png,Common wheat
01291174f.png,Maize
73260a4ee.png,Maize
3fbf1a417.png,Charlock
39858776a.png,Charlock
780defa2e.png,Loose Silky-bent
4bcdaa5e2.png,Charlock
fbf88b6be.png,Common wheat
d6d31dcbe.png,Sugar beet
d0cdc768f.png,Charlock
ffc6f8527.png,Charlock
23e480e64.png,Charlock
1fefb54b7.png,Maize
9cce7328c.png,Fat Hen
41e07778c.png,Charlock
af45e222a.png,Sugar beet
e478c452c.png,Sugar beet
2a667e099.png,Maize
bb1c84bbc.png,Fat Hen
3a909ead8.png,Scentless Mayweed
59c6a9f95.png,Maize
7b52585da.png,Shepherds Purse
c0461776c.png,Loose Silky-bent
bdde957ec.png,Sugar beet
446f7da01.png,Shepherds Purse
550a8b7e6.png,Scentless Mayweed
eef131644.png,Shepherds Purse
52dc7a4d6.png,Loose Silky-bent
1d48b7564.png,Shepherds Purse
59358cd44.png,Scentless Mayweed
5b63dcc21.png,Loose Silky-bent
d9c50616e.png,Sugar beet
892e9d6c6.png,Sugar beet
78c5fba1d.png,Sugar beet
f2dc546ca.png,Charlock
d515398fd.png,Fat Hen
618de3d7a.png,Common wheat
f3fcfff1b.png,Charlock
a890ac088.png,Common wheat
0e8492cb1.png,Sugar beet
52a87abe5.png,Maize
8a32d0bfa.png,Scentless Mayweed
558aa7deb.png,Shepherds Purse
e0ec5b6a1.png,Sugar beet
ce42adffb.png,Shepherds Purse
3d67c434b.png,Maize
456d507c0.png,Charlock
4c5ab9b68.png,Charlock
a3d0031fd.png,Shepherds Purse
5296835a0.png,Scentless Mayweed
1623fb9e1.png,Maize
7506c0c02.png,Sugar beet
87f627bf9.png,Loose Silky-bent
a85b48a95.png,Sugar beet
6680836dd.png,Sugar beet
205df1df3.png,Maize
4e9d3765f.png,Common wheat
65489944f.png,Charlock
ff65bc002.png,Common wheat
ec08a5d56.png,Scentless Mayweed
33448fe39.png,Shepherds Purse
ce3d280eb.png,Loose Silky-bent
35ebe165c.png,Fat Hen
966ae5ad9.png,Shepherds Purse
a38b8a581.png,Scentless Mayweed
cadab6616.png,Charlock
a1da8be3c.png,Cleavers
2dd5cfba9.png,Charlock
